school,conf,rk,w,l,wl,ap_pre,ap_high,ap_final,ncaa_numeric,season,coaches,year
kentucky,SEC,27,22,6,0.4997883429683604,30,8,9,0,1990-91,Rick Pitino (22-6),1990
kentucky,SEC,28,14,14,0.643251345235891,30,30,30,0,1989-90,Rick Pitino (14-14),1989
kentucky,SEC,29,13,19,0.5338808041436005,30,30,30,0,1988-89,Eddie Sutton (13-19),1988
kentucky,SEC,30,27,6,0.8749529577392059,5,1,6,8,1987-88,Eddie Sutton (27-6),1987
kentucky,SEC,31,18,11,0.7491951176736726,11,9,30,1,1986-87,Eddie Sutton (18-11),1986
kentucky,SEC,32,32,4,0.057890344325868814,11,3,3,16,1985-86,Eddie Sutton (32-4),1985
kentucky,SEC,33,18,13,0.18079433672044343,18,18,30,8,1984-85,Joe B. Hall (18-13),1984
kentucky,SEC,34,29,5,0.20308555430719766,2,1,3,32,1983-84,Joe B. Hall (29-5),1983
kentucky,SEC,35,23,8,0.11297131704462526,4,2,12,16,1982-83,Joe B. Hall (23-8),1982
kentucky,SEC,36,22,8,0.922443741673094,3,2,15,1,1981-82,Joe B. Hall (22-8),1981
kentucky,SEC,37,22,6,0.9817921690674639,1,1,8,2,1980-81,Joe B. Hall (22-6),1980
kentucky,SEC,38,29,6,0.15198164387518742,2,2,4,8,1979-80,Joe B. Hall (29-6),1979
kentucky,SEC,39,19,12,0.9555470662957494,11,6,30,0,1978-79,Joe B. Hall (19-12),1978
kentucky,SEC,40,30,2,0.47309020303178306,2,1,1,48,1977-78,Joe B. Hall (30-2),1977
kentucky,SEC,41,26,4,0.4883177319562486,6,2,3,16,1976-77,Joe B. Hall (26-4),1976
kentucky,SEC,42,20,10,0.37378317036832787,6,6,30,0,1975-76,Joe B. Hall (20-10),1975
kentucky,SEC,43,26,5,0.7854946845260455,16,2,2,40,1974-75,Joe B. Hall (26-5),1974
kentucky,SEC,44,13,13,0.439419367330093,10,10,30,0,1973-74,Joe B. Hall (13-13),1973
kentucky,SEC,45,20,8,0.7634530399956553,13,8,17,16,1972-73,Joe B. Hall (20-8),1972
kentucky,SEC,46,21,7,0.623933096023191,10,7,18,16,1971-72,Adolph Rupp (21-7),1971
kentucky,SEC,47,22,6,0.6282950664937447,3,3,8,8,1970-71,Adolph Rupp (22-6),1970
kentucky,SEC,48,26,2,0.24706677893930906,2,1,1,16,1969-70,Adolph Rupp (26-2),1969
kentucky,SEC,49,23,5,0.8907619479136742,3,3,7,8,1968-69,Adolph Rupp (23-5),1968
kentucky,SEC,50,22,5,0.14434999795951142,30,4,5,16,1967-68,Adolph Rupp (22-5),1967
kentucky,SEC,51,13,13,0.04382858853234328,3,3,30,0,1966-67,Adolph Rupp (13-13),1966
kentucky,SEC,52,27,2,0.29623950394938503,30,1,1,40,1965-66,Adolph Rupp (27-2),1965
kentucky,SEC,53,15,10,0.7609240259828555,11,8,30,0,1964-65,Adolph Rupp (15-10),1964
kentucky,SEC,54,21,6,0.06652023357943537,9,1,4,8,1963-64,Adolph Rupp (21-6),1963
kentucky,SEC,55,16,9,0.08192691826385967,3,3,30,0,1962-63,Adolph Rupp (16-9),1962
kentucky,SEC,56,23,3,0.03755568521784214,30,2,3,16,1961-62,Adolph Rupp (23-3),1961
kentucky,SEC,57,19,9,0.6720375718351488,30,19,30,16,1960-61,Adolph Rupp (19-9),1960
kentucky,SEC,58,18,7,0.28394231009241333,30,13,30,0,1959-60,Adolph Rupp (18-7),1959
kentucky,SEC,59,24,3,0.3372369453956875,30,1,2,8,1958-59,Adolph Rupp (24-3),1958
kentucky,SEC,60,23,6,0.20701689204402052,30,3,9,48,1957-58,Adolph Rupp (23-6),1957
kentucky,SEC,61,23,5,0.0012340486498306769,30,3,3,16,1956-57,Adolph Rupp (23-5),1956
kentucky,SEC,62,20,6,0.4012360564548083,30,2,9,16,1955-56,Adolph Rupp (20-6),1955
kentucky,SEC,63,23,3,0.5048428160752659,30,1,2,8,1954-55,Adolph Rupp (23-3),1954
kentucky,SEC,64,25,0,0.7275953193286964,30,1,1,0,1953-54,Adolph Rupp (25-0),1953
kentucky,SEC,65,29,3,0.9008438364317063,30,1,1,24,1951-52,Adolph Rupp (29-3),1951
kentucky,SEC,66,32,2,0.20927019599922825,30,1,1,48,1950-51,Adolph Rupp (32-2),1950
kentucky,SEC,67,25,5,0.5869920344143946,30,2,3,0,1949-50,Adolph Rupp (25-5),1949
kentucky,SEC,68,32,2,0.1120913011487571,30,1,1,48,1948-49,Adolph Rupp (32-2),1948
kentucky,SEC,69,36,3,0.29287340695890773,30,30,30,48,1947-48,Adolph Rupp (36-3),1947
kentucky,SEC,70,34,3,0.3083728987186468,30,30,30,0,1946-47,Adolph Rupp (34-3),1946
kentucky,SEC,71,28,2,0.36609845756473336,30,30,30,0,1945-46,Adolph Rupp (28-2),1945
kentucky,SEC,72,22,4,0.3789137407131532,30,30,30,8,1944-45,Adolph Rupp (22-4),1944
kentucky,SEC,73,19,2,0.4512072550645284,30,30,30,0,1943-44,Adolph Rupp (19-2),1943
kentucky,SEC,74,17,6,0.0073265777132727194,30,30,30,0,1942-43,Adolph Rupp (17-6),1942
kentucky,SEC,75,19,6,0.8319451548489029,30,30,30,24,1941-42,Adolph Rupp (19-6),1941
kentucky,SEC,76,17,8,0.09224777625498037,30,30,30,0,1940-41,Adolph Rupp (17-8),1940
kentucky,SEC,77,15,6,0.22986771216352475,30,30,30,0,1939-40,Adolph Rupp (15-6),1939
kentucky,SEC,78,16,4,0.9882562670656123,30,30,30,0,1938-39,Adolph Rupp (16-4),1938
kentucky,SEC,79,13,5,0.8227331611130085,30,30,30,0,1937-38,Adolph Rupp (13-5),1937
kentucky,SEC,80,17,5,0.5718685004293647,30,30,30,0,1936-37,Adolph Rupp (17-5),1936
kentucky,SEC,81,15,6,0.4199185494422948,30,30,30,0,1935-36,Adolph Rupp (15-6),1935
kentucky,SEC,82,19,2,0.49137367791169106,30,30,30,0,1934-35,Adolph Rupp (19-2),1934
kentucky,SEC,83,16,1,0.34704734897650136,30,30,30,0,1933-34,Adolph Rupp (16-1),1933
kentucky,SEC,84,21,3,0.894869351899113,30,30,30,0,1932-33,Adolph Rupp (21-3),1932
kentucky,Southern,85,15,2,0.8392013603020022,30,30,30,0,1931-32,Adolph Rupp (15-2),1931
kentucky,Southern,86,15,3,0.5112601359142247,30,30,30,0,1930-31,Adolph Rupp (15-3),1930
kentucky,Southern,87,16,3,0.6043798679952276,30,30,30,0,1929-30,John Mauer (16-3),1929
kentucky,Southern,88,12,5,0.7907436838983403,30,30,30,0,1928-29,John Mauer (12-5),1928
kentucky,Southern,89,12,6,0.6913770614410307,30,30,30,0,1927-28,John Mauer (12-6),1927
kentucky,Southern,90,3,13,0.667099421710855,30,30,30,0,1926-27,Basil Hayden (3-13),1926
kentucky,Southern,91,15,3,0.08726645527563215,30,30,30,0,1925-26,Ray Eklund (15-3),1925
kentucky,Southern,92,13,8,0.8756980256494326,30,30,30,0,1924-25,Clarence Applegran (13-8),1924
kentucky,Southern,93,13,3,0.8649516920465318,30,30,30,0,1923-24,George Buchheit (13-3),1923
kentucky,Southern,94,3,10,0.5644301857376495,30,30,30,0,1922-23,George Buchheit (3-10),1922
kentucky,Southern,95,10,6,0.5437061431779368,30,30,30,0,1921-22,George Buchheit (10-6),1921
kentucky,Southern,96,13,1,0.05297656831437403,30,30,30,0,1920-21,George Buchheit (13-1),1920
kentucky,Ind,97,5,7,0.9469799043104281,30,30,30,0,1919-20,George Buchheit (5-7),1919
kentucky,Ind,98,6,8,0.028407237352297776,30,30,30,0,1918-19,Andrew Gill (6-8),1918
kentucky,Ind,99,9,2,0.5794991996370412,30,30,30,0,1917-18,Daddy Boles (9-2),1917
kentucky,Ind,100,4,6,0.8565079813946482,30,30,30,0,1916-17,J.J. Tigert (4-6),1916
kentucky,Ind,101,8,6,0.4222346862034526,30,30,30,0,1915-16,Jim Park (8-6),1915
kentucky,Ind,102,7,5,0.3100888919843734,30,30,30,0,1914-15,Alpha Brummage (7-5),1914
kentucky,Ind,103,12,2,0.572166824295465,30,30,30,0,1913-14,Alpha Brummage (12-2),1913
kentucky,Ind,104,5,3,0.03444020495994837,30,30,30,0,1912-13,J.J. Tigert (5-3),1912
kentucky,Ind,105,9,0,0.6022430067911839,30,30,30,0,1911-12,Edwin Sweetland (9-0),1911
kentucky,Ind,106,5,6,0.6369163489958136,30,30,30,0,1910-11,Hal Iddings (5-6),1910
kentucky,Ind,107,4,8,0.48743767329575616,30,30,30,0,1909-10,Edwin Sweetland (4-8),1909
kentucky,Ind,108,5,4,0.10726581046409356,30,30,30,0,1908-09,J.S. Chambers (5-4),1908
kentucky,Ind,109,5,6,0.8736769049680038,30,30,30,0,1907-08,J.S. Chambers (5-6),1907
kentucky,Ind,110,3,6,0.0844185510270431,30,30,30,0,1906-07,Unknown,1906
kentucky,Ind,111,5,9,0.3631560655648446,30,30,30,0,1905-06,Unknown,1905
kentucky,Ind,112,1,4,0.44998087059242975,30,30,30,0,1904-05,F.E. Schacht (1-4),1904
kentucky,Ind,113,1,4,0.8274208285051906,30,30,30,0,1903-04,Unknown,1903
kentucky,Ind,114,1,2,0.3788619731287902,30,30,30,0,1902-03,Unknown,1902
la-salle,A-10,1,15,15,0.43229036001835774,30,30,30,0,2016-17,John Giannini (15-15),2016
la-salle,A-10,2,9,22,0.9597877669650933,30,30,30,0,2015-16,John Giannini (9-22),2015
la-salle,A-10,3,17,16,0.6603578574640405,30,30,30,0,2014-15,John Giannini (17-16),2014
la-salle,A-10,4,15,16,0.7320566727145267,30,30,30,0,2013-14,John Giannini (15-16),2013
la-salle,A-10,5,24,10,0.9633730131099734,30,30,30,8,2012-13,John Giannini (24-10),2012
la-salle,A-10,6,21,13,0.4120825087518599,30,30,30,0,2011-12,John Giannini (21-13),2011
la-salle,A-10,7,15,18,0.5979890306511878,30,30,30,0,2010-11,John Giannini (15-18),2010
la-salle,A-10,8,12,18,0.8660701851305755,30,30,30,0,2009-10,John Giannini (12-18),2009
la-salle,A-10,9,18,13,0.0792877424317796,30,30,30,0,2008-09,John Giannini (18-13),2008
la-salle,A-10,10,15,17,0.922493384314522,30,30,30,0,2007-08,John Giannini (15-17),2007
la-salle,A-10,11,10,20,0.6166806340134623,30,30,30,0,2006-07,John Giannini (10-20),2006
la-salle,A-10,12,18,10,0.22380643942899137,30,30,30,0,2005-06,John Giannini (18-10),2005
la-salle,A-10,13,10,19,0.3361885251012391,30,30,30,0,2004-05,John Giannini (10-19),2004
la-salle,A-10,14,10,20,0.9594052784422992,30,30,30,0,2003-04,Billy Hahn (10-20),2003
la-salle,A-10,15,12,17,0.897930127291058,30,30,30,0,2002-03,Billy Hahn (12-17),2002
la-salle,A-10,16,15,17,0.5305638566510991,30,30,30,0,2001-02,Billy Hahn (15-17),2001
la-salle,A-10,17,12,17,0.5032692340537943,30,30,30,0,2000-01,Speedy Morris (12-17),2000
la-salle,A-10,18,11,17,0.5295995916102556,30,30,30,0,1999-00,Speedy Morris (11-17),1999
la-salle,A-10,19,13,15,0.4464294689215039,30,30,30,0,1998-99,Speedy Morris (13-15),1998
la-salle,A-10,20,9,18,0.8854411401506175,30,30,30,0,1997-98,Speedy Morris (9-18),1997
la-salle,A-10,21,10,17,0.1571098106919553,30,30,30,0,1996-97,Speedy Morris (10-17),1996
la-salle,A-10,22,6,24,0.3930997939569125,30,30,30,0,1995-96,Speedy Morris (6-24),1995
la-salle,MW Coll,23,13,14,0.7557040019675489,30,30,30,0,1994-95,Speedy Morris (13-14),1994
la-salle,MW Coll,24,11,16,0.2771131300819747,30,30,30,0,1993-94,Speedy Morris (11-16),1993
la-salle,MW Coll,25,14,13,0.2634285951365348,30,30,30,0,1992-93,Speedy Morris (14-13),1992
la-salle,MAAC,26,20,11,0.07426645962973644,30,30,30,1,1991-92,Speedy Morris (20-11),1991
la-salle,MAAC,27,19,10,0.03890687475327903,30,30,30,0,1990-91,Speedy Morris (19-10),1990
la-salle,MAAC,28,30,2,0.6239020477358922,30,11,12,2,1989-90,Speedy Morris (30-2),1989
la-salle,MAAC,29,26,6,0.31623545997423486,30,30,30,1,1988-89,Speedy Morris (26-6),1988
la-salle,MAAC,30,24,10,0.10363473705953441,30,30,30,1,1987-88,Speedy Morris (24-10),1987
la-salle,MAAC,31,20,13,0.27933102875406435,30,30,30,0,1986-87,Speedy Morris (20-13),1986
la-salle,MAAC,32,14,14,0.7832683079621164,30,30,30,0,1985-86,Lefty Ervin (14-14),1985
la-salle,MAAC,33,15,13,0.9734478447840681,30,30,30,0,1984-85,Lefty Ervin (15-13),1984
la-salle,MAAC,34,20,11,0.04004833347789338,30,30,30,0,1983-84,Lefty Ervin (20-11),1983
la-salle,ECC,35,18,14,0.5239958276379717,30,30,30,1,1982-83,Lefty Ervin (18-14),1982
la-salle,ECC,36,16,13,0.07122823260972466,30,30,30,0,1981-82,Lefty Ervin (16-13),1981
la-salle,ECC,37,14,13,0.3605358517499636,30,30,30,0,1980-81,Lefty Ervin (14-13),1980
la-salle,ECC,38,22,9,0.3001964834054619,30,30,30,1,1979-80,Lefty Ervin (22-9),1979
la-salle,ECC,39,15,13,0.004541919005154549,30,30,30,0,1978-79,Paul Westhead (15-13),1978
la-salle,ECC,40,18,12,0.2728777002087359,30,30,30,1,1977-78,Paul Westhead (18-12),1977
la-salle,ECC,41,17,12,0.1169880448727808,30,30,30,0,1976-77,Paul Westhead (17-12),1976
la-salle,ECC,42,11,15,0.3480849045011929,30,20,30,0,1975-76,Paul Westhead (11-15),1975
la-salle,ECC,43,22,7,0.1452684085899183,30,7,30,1,1974-75,Paul Westhead (22-7),1974
la-salle,Mid-Atl,44,18,10,0.6148300253069534,30,30,30,0,1973-74,Paul Westhead (18-10),1973
la-salle,Mid-Atl,45,15,10,0.22347186834685506,30,30,30,0,1972-73,Paul Westhead (15-10),1972
la-salle,Mid-Atl,46,6,19,0.37216420713541687,30,30,30,0,1971-72,Paul Westhead (6-19),1971
la-salle,Mid-Atl,47,20,7,0.8172975501824179,30,10,30,0,1970-71,Paul Westhead (20-7),1970
la-salle,Mid-Atl,48,14,12,0.6277480250537081,30,30,30,0,1969-70,Tom Gola (14-12),1969
la-salle,Mid-Atl,49,23,1,0.20177875336444262,30,2,2,0,1968-69,Tom Gola (23-1),1968
la-salle,Mid-Atl,50,20,8,0.43855641966148484,30,30,30,1,1967-68,Jim Harding (20-8),1967
la-salle,Mid-Atl,51,14,12,0.1405444902794104,30,30,30,0,1966-67,Joseph Heyer (14-12),1966
la-salle,Mid-Atl,52,10,15,0.4414478228362111,30,30,30,0,1965-66,Joseph Heyer (10-15),1965
la-salle,Mid-Atl,53,15,8,0.701911186549878,30,30,30,0,1964-65,Bob Walters (15-8),1964
la-salle,Mid-Atl,54,16,9,0.98322113194579,30,30,30,0,1963-64,Bob Walters (16-9),1963
la-salle,Mid-Atl,55,16,8,0.3178775738225126,30,30,30,0,1962-63,Dudey Moore (16-8),1962
la-salle,Mid-Atl,56,16,9,0.5203709974747395,30,30,30,0,1961-62,Dudey Moore (16-9),1961
la-salle,Mid-Atl,57,15,7,0.29979992358579277,30,30,30,0,1960-61,Dudey Moore (15-7),1960
la-salle,Mid-Atl,58,16,6,0.6154905673319864,30,14,30,0,1959-60,Dudey Moore (16-6),1959
la-salle,Mid-Atl,59,16,7,0.2516281130890776,30,30,30,0,1958-59,Dudey Moore (16-7),1958
la-salle,Ind,60,16,9,0.02538633630058562,30,20,30,0,1957-58,Jim Pollard (16-9),1957
la-salle,Ind,61,17,9,0.7347923271284021,30,30,30,0,1956-57,Jim Pollard (17-9),1956
la-salle,Ind,62,15,10,0.7619704695152315,30,18,30,0,1955-56,Jim Pollard (15-10),1955
la-salle,Ind,63,26,5,0.023386103488988508,30,1,3,40,1954-55,Kenneth Loeffler (26-5),1954
la-salle,Ind,64,26,4,0.5724490194276749,30,2,2,48,1953-54,Kenneth Loeffler (26-4),1953
la-salle,Ind,65,25,3,0.28427151581132437,30,1,6,0,1952-53,Kenneth Loeffler (25-3),1952
la-salle,Ind,66,24,5,0.4109266479694553,30,9,30,0,1951-52,Kenneth Loeffler (24-5),1951
la-salle,Ind,67,22,7,0.9810810147251683,30,16,30,0,1950-51,Kenneth Loeffler (22-7),1950
la-salle,Ind,68,21,4,0.6243616134352911,30,7,10,0,1949-50,Kenneth Loeffler (21-4),1949
la-salle,Ind,69,21,7,0.9320648959988223,30,30,30,0,1948-49,Charles McGlone (21-7),1948
la-salle,Ind,70,20,4,0.6457484613994491,30,30,30,0,1947-48,Charles McGlone (20-4),1947
la-salle,Ind,71,20,6,0.2664130630031917,30,30,30,0,1946-47,Charles McGlone (20-6),1946
la-salle,Ind,72,9,14,0.5227085273351694,30,30,30,0,1945-46,Joe Meehan (9-14),1945
la-salle,Ind,73,11,8,0.42168536409736446,30,30,30,0,1944-45,Joe Meehan (11-8),1944
la-salle,Ind,74,8,8,0.23521504756887457,30,30,30,0,1943-44,Obie O'Brien (8-8),1943
la-salle,Ind,75,13,10,0.9045345072755686,30,30,30,0,1942-43,Obie O'Brien (13-10),1942
la-salle,Ind,76,12,11,0.2985165272778695,30,30,30,0,1941-42,Obie O'Brien (12-11),1941
la-salle,Ind,77,11,8,0.5868418069425294,30,30,30,0,1940-41,Leonard Tanseer (11-8),1940
la-salle,Ind,78,12,8,0.9727118151367106,30,30,30,0,1939-40,Leonard Tanseer (12-8),1939
la-salle,Ind,79,13,6,0.5650939805466614,30,30,30,0,1938-39,Leonard Tanseer (13-6),1938
la-salle,Ind,80,9,8,0.27200771267246227,30,30,30,0,1937-38,Leonard Tanseer (9-8),1937
la-salle,Ind,81,12,7,0.47175236487664574,30,30,30,0,1936-37,Leonard Tanseer (12-7),1936
la-salle,Ind,82,4,13,0.8473257566382684,30,30,30,0,1935-36,Leonard Tanseer (4-13),1935
la-salle,Ind,83,15,6,0.13582745868363977,30,30,30,0,1934-35,Leonard Tanseer (15-6),1934
la-salle,Ind,84,14,3,0.9911677025019341,30,30,30,0,1933-34,Leonard Tanseer (14-3),1933
la-salle,Ind,85,13,3,0.12180516639164973,30,30,30,0,1932-33,Thomas Conley (13-3),1932
la-salle,Ind,86,15,8,0.8135117431170105,30,30,30,0,1931-32,Thomas Conley (15-8),1931
lafayette,Patriot,1,9,21,0.6919371412836816,30,30,30,0,2016-17,Fran O'Hanlon (9-21),2016
lafayette,Patriot,2,6,24,0.25693755489895065,30,30,30,0,2015-16,Fran O'Hanlon (6-24),2015
lafayette,Patriot,3,20,13,0.6157328704365738,30,30,30,2,2014-15,Fran O'Hanlon (20-13),2014
lafayette,Patriot,4,11,20,0.2929021965212618,30,30,30,0,2013-14,Fran O'Hanlon (11-20),2013
lafayette,Patriot,5,19,15,0.5587236963762838,30,30,30,0,2012-13,Fran O'Hanlon (19-15),2012
lafayette,Patriot,6,13,18,0.4384502229236916,30,30,30,0,2011-12,Fran O'Hanlon (13-18),2011
lafayette,Patriot,7,13,19,0.7285534298952709,30,30,30,0,2010-11,Fran O'Hanlon (13-19),2010
lafayette,Patriot,8,19,13,0.7069961908467594,30,30,30,0,2009-10,Fran O'Hanlon (19-13),2009
lafayette,Patriot,9,8,22,0.3367631753453012,30,30,30,0,2008-09,Fran O'Hanlon (8-22),2008
lafayette,Patriot,10,15,15,0.9016595939282425,30,30,30,0,2007-08,Fran O'Hanlon (15-15),2007
lafayette,Patriot,11,9,21,0.7342140052010385,30,30,30,0,2006-07,Fran O'Hanlon (9-21),2006
lafayette,Patriot,12,11,17,0.028034252879264976,30,30,30,0,2005-06,Fran O'Hanlon (11-17),2005
lafayette,Patriot,13,9,19,0.06594560130642324,30,30,30,0,2004-05,Fran O'Hanlon (9-19),2004
lafayette,Patriot,14,18,10,0.9236939453015752,30,30,30,0,2003-04,Fran O'Hanlon (18-10),2003
lafayette,Patriot,15,13,16,0.8275252834702973,30,30,30,0,2002-03,Fran O'Hanlon (13-16),2002
lafayette,Patriot,16,15,14,0.4266110214123108,30,30,30,0,2001-02,Fran O'Hanlon (15-14),2001
lafayette,Patriot,17,12,16,0.7610825764349813,30,30,30,0,2000-01,Fran O'Hanlon (12-16),2000
lafayette,Patriot,18,24,7,0.38222883027453103,30,30,30,1,1999-00,Fran O'Hanlon (24-7),1999
lafayette,Patriot,19,22,8,0.30144697257798625,30,30,30,1,1998-99,Fran O'Hanlon (22-8),1998
lafayette,Patriot,20,19,9,0.8818213775446648,30,30,30,0,1997-98,Fran O'Hanlon (19-9),1997
lafayette,Patriot,21,11,17,0.3785914476399199,30,30,30,0,1996-97,Fran O'Hanlon (11-17),1996
lafayette,Patriot,22,7,20,0.956863808050208,30,30,30,0,1995-96,Fran O'Hanlon (7-20),1995
lafayette,Patriot,23,2,25,0.5952928170098354,30,30,30,0,1994-95,John Leone (2-25),1994
lafayette,Patriot,24,9,19,0.7170684042565926,30,30,30,0,1993-94,John Leone (9-19),1993
lafayette,Patriot,25,7,20,0.897904635284951,30,30,30,0,1992-93,John Leone (7-20),1992
lafayette,Patriot,26,8,20,0.44830817355296226,30,30,30,0,1991-92,John Leone (8-20),1991
lafayette,Patriot,27,7,21,0.04517886920294756,30,30,30,0,1990-91,John Leone (7-21),1990
lafayette,ECC,28,15,13,0.4954025119096199,30,30,30,0,1989-90,John Leone (15-13),1989
lafayette,ECC,29,20,10,0.5185284466200278,30,30,30,0,1988-89,John Leone (20-10),1988
lafayette,ECC,30,19,10,0.6511499654082885,30,30,30,0,1987-88,Butch van Breda Kolff (19-10),1987
lafayette,ECC,31,16,13,0.7496172461802693,30,30,30,0,1986-87,Butch van Breda Kolff (16-13),1986
lafayette,ECC,32,14,15,0.8716041856356439,30,30,30,0,1985-86,Butch van Breda Kolff (14-15),1985
lafayette,ECC,33,15,13,0.14172822636975935,30,30,30,0,1984-85,Butch van Breda Kolff (15-13),1984
lafayette,ECC,34,12,17,0.9023131856108096,30,30,30,0,1983-84,Will Rackley (12-17),1983
lafayette,ECC,35,7,21,0.03189783628789589,30,30,30,0,1982-83,Will Rackley (7-21),1982
lafayette,ECC,36,12,15,0.5431561070845391,30,30,30,0,1981-82,Will Rackley (12-15),1981
lafayette,ECC,37,15,13,0.6295319876092785,30,30,30,0,1980-81,Will Rackley (15-13),1980
lafayette,ECC,38,21,8,0.41947898937133343,30,30,30,0,1979-80,Roy Chipman (21-8),1979
lafayette,ECC,39,16,12,0.31833599933208445,30,30,30,0,1978-79,Roy Chipman (16-12),1978
lafayette,ECC,40,23,8,0.9056268271741169,30,30,30,0,1977-78,Roy Chipman (23-8),1977
lafayette,ECC,41,21,6,0.550083310035799,30,30,30,0,1976-77,Tom Davis (21-6),1976
lafayette,ECC,42,19,7,0.588601558984326,30,30,30,0,1975-76,Tom Davis (19-7),1975
lafayette,ECC,43,22,6,0.9899524691518136,30,30,30,0,1974-75,Tom Davis (22-6),1974
lafayette,Mid-Atl,44,17,9,0.2544363356279039,30,30,30,0,1973-74,Tom Davis (17-9),1973
lafayette,Mid-Atl,45,16,10,0.9477386301491113,30,30,30,0,1972-73,Tom Davis (16-10),1972
lafayette,Mid-Atl,46,21,6,0.09029336424505618,30,30,30,0,1971-72,Tom Davis (21-6),1971
lafayette,Mid-Atl,47,17,9,0.36744934025412557,30,30,30,0,1970-71,Hal Wissel (17-9),1970
lafayette,Mid-Atl,48,12,14,0.8222880654133358,30,30,30,0,1969-70,Hal Wissel (12-14),1969
lafayette,Mid-Atl,49,9,17,0.7344466078990256,30,30,30,0,1968-69,Hal Wissel (9-17),1968
lafayette,Mid-Atl,50,5,19,0.26427494101166005,30,30,30,0,1967-68,Hal Wissel (5-19),1967
lafayette,Mid-Atl,51,4,21,0.6148358552778448,30,30,30,0,1966-67,George Davidson (4-21),1966
lafayette,Mid-Atl,52,9,11,0.8719762434006214,30,30,30,0,1965-66,George Davidson (9-11),1965
lafayette,Mid-Atl,53,12,8,0.0337544432865865,30,30,30,0,1964-65,George Davidson (12-8),1964
lafayette,Mid-Atl,54,15,8,0.3270587337092753,30,30,30,0,1963-64,George Davidson (15-8),1963
lafayette,Mid-Atl,55,13,11,0.9867763928416979,30,30,30,0,1962-63,George Davidson (13-11),1962
lafayette,Mid-Atl,56,18,6,0.7252706281370213,30,30,30,0,1961-62,George Davidson (18-6),1961
lafayette,Mid-Atl,57,16,8,0.7267132392397235,30,30,30,0,1960-61,George Davidson (16-8),1960
lafayette,Mid-Atl,58,12,13,0.7878102533627425,30,30,30,0,1959-60,George Davidson (12-13),1959
lafayette,Mid-Atl,59,13,8,0.04942986461568555,30,30,30,0,1958-59,George Davidson (13-8),1958
lafayette,Ind,60,16,10,0.2859115926704022,30,30,30,0,1957-58,George Davidson (16-10),1957
lafayette,Ind,61,22,5,0.4870968685291408,30,30,30,8,1956-57,George Davidson (22-5),1956
lafayette,Ind,62,20,7,0.7232620343757487,30,30,30,0,1955-56,George Davidson (20-7),1955
lafayette,Ind,63,23,3,0.4503193500977227,30,30,30,0,1954-55,Butch van Breda Kolff (23-3),1954
lafayette,Ind,64,17,10,0.7534399787725825,30,30,30,0,1953-54,Butch van Breda Kolff (17-10),1953
lafayette,Ind,65,13,12,0.5045919304339956,30,30,30,0,1952-53,Butch van Breda Kolff (13-12),1952
lafayette,Mid-3,66,15,9,0.3638331963186403,30,30,30,0,1951-52,Butch van Breda Kolff (15-9),1951
lafayette,Mid-3,67,14,11,0.6915513600433294,30,30,30,0,1950-51,Raymond Stanley (14-11),1950
lafayette,Mid-3,68,18,6,0.7772949568031791,30,30,30,0,1949-50,Raymond Stanley (18-6),1949
lafayette,MASCN,69,20,9,0.9436430845724271,30,30,30,0,1948-49,William Anderson (20-9),1948
lafayette,MASCN,70,12,9,0.05089813855196612,30,30,30,0,1947-48,William Anderson (12-9),1947
lafayette,MASCN,71,15,7,0.8071378796031552,30,30,30,0,1946-47,William Anderson (15-7),1946
lafayette,MASCN,72,17,3,0.48194107167604894,30,30,30,0,1945-46,William Anderson (17-3),1945
lafayette,Ind,73,16,2,0.9124961651807764,30,30,30,0,1944-45,A.R. Winters (16-2),1944
lafayette,Ind,74,7,3,0.2944294358661349,30,30,30,0,1943-44,A.R. Winters (7-3),1943
lafayette,Mid-3,75,7,6,0.8942529253196536,30,30,30,0,1942-43,A.R. Winters (7-6),1942
lafayette,Ind,76,4,12,0.9210608073183116,30,30,30,0,1941-42,R.C. Madison (4-12),1941
lafayette,Ind,77,8,10,0.9684451829857588,30,30,30,0,1940-41,R.C. Madison (8-10),1940
lafayette,Ind,78,11,8,0.4501319205619927,30,30,30,0,1939-40,R.C. Madison (11-8),1939
lafayette,Ind,79,6,11,0.5322486753465066,30,30,30,0,1938-39,R.C. Madison (6-11),1938
lafayette,Ind,80,9,8,0.8977872204088726,30,30,30,0,1937-38,Michael Michalske (9-8),1937
lafayette,Ind,81,6,13,0.9997416677988505,30,30,30,0,1936-37,Michael Michalske (6-13),1936
lafayette,Ind,82,7,9,0.5039498274868672,30,30,30,0,1935-36,P. Shellenberger (7-9),1935
lafayette,Ind,83,5,10,0.936567409207297,30,30,30,0,1934-35,H.A. Lorenz (5-10),1934
lafayette,Ind,84,3,9,0.35982053418068094,30,30,30,0,1933-34,H.A. Lorenz (3-9),1933
lafayette,Ind,85,2,10,0.613293860790505,30,30,30,0,1932-33,H.A. Lorenz (2-10),1932
lafayette,Ind,86,10,4,0.7717908224950126,30,30,30,0,1931-32,H.A. Lorenz (10-4),1931
lafayette,Ind,87,8,12,0.8710712191756158,30,30,30,0,1930-31,H.A. Lorenz (8-12),1930
lafayette,Ind,88,9,11,0.6096964106962849,30,30,30,0,1929-30,H.A. Lorenz (9-11),1929
lafayette,Ind,89,6,12,0.17408591863854794,30,30,30,0,1928-29,Michael Miller (6-12),1928
